ticket_id,machine,department,dominant_signal_score,maintenance_team,issue,priority,risk_score,dominant_signal,vibration_zscore,pressure_zscore,rotate_zscore,root_cause,solution,status
676,model1_92,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.73,vibration,0.47,0.52,0.35,Thermal overload,Inspect spindle bearing and lubrication system,Open
677,model1_92,comp1,2,Mechanical,Strong rotational imbalance observed,High,2.82,vibration,1.87,1.42,0.21,Lubrication degradation,Check rotational stability,Open
678,model1_92,comp2,3,Hydraulic,Critical hydraulic pressure instability detected,Critical,5.85,vibration,2.03,1.16,1.76,Pressure leakage,Inspect spindle bearing and lubrication system,Open
679,model1_92,comp3,2,Thermal,Moderate thermal instability observed,Medium,1.81,pressure,0.39,1.75,0.63,Cooling system degradation,Verify hydraulic pump condition,Open
680,model1_92,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.85,vibration,0.45,0.04,0.87,Thermal overload,Verify shaft balancing and alignment,Open
681,model1_92,comp3,2,Thermal,Moderate thermal instability observed,Medium,1.74,pressure,0.13,1.25,0.7,Thermal overload,Check valve stability,Open
682,model1_92,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,1.8,rotation,0.97,0.24,1.21,Hydraulic valve degradation,Inspect rotational control subsystem,Open
683,model1_92,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.91,vibration,1.15,0.74,0.1,Hydraulic valve degradation,Verify shaft balancing and alignment,Open
684,model1_92,comp3,2,Thermal,High thermal stress identified,High,3.01,vibration,1.19,0.12,1.08,Cooling fan malfunction,Check rotational stability,Open
685,model3_93,comp4,2,Automation,PLC communication instability observed,Medium,2.19,rotation,0.85,0.48,1.95,Electrical synchronization issue,Check rotational synchronization,Open
686,model3_93,comp2,2,Hydraulic,Hydraulic pressure anomaly detected,Medium,2.38,rotation,0.06,0.34,1.73,Pressure leakage,Verify rotational sensor consistency,Open
687,model3_93,comp1,1,Mechanical,Moderate spindle vibration anomaly detected,Medium,1.39,vibration,0.6,0.16,0.41,Bearing wear,Check rotational stability,Open
688,model3_93,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,2.3,pressure,0.53,1.27,0.04,Hydraulic flow instability,Check valve stability,Open
689,model3_93,comp4,3,Automation,Emergency automation system instability identified on aging equipment,Critical,6.28,rotation,1.75,1.36,2.03,PLC communication instability,Verify rotational sensor consistency,Open
690,model3_93,comp1,1,Mechanical,Mechanical instability observed during operation,Medium,1.36,vibration,0.79,0.61,0.28,Mechanical imbalance,Check rotational stability,Open
691,model2_94,comp4,1,Automation,Automation system anomaly detected,Medium,1.4,vibration,0.54,0.05,0.36,PLC communication instability,Inspect spindle bearing and lubrication system,Open
692,model2_94,comp2,1,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,1.37,vibration,0.09,0.09,0.89,Hydraulic flow instability,Inspect spindle bearing and lubrication system,Open
693,model2_94,comp4,2,Automation,PLC communication instability observed,Medium,2.31,vibration,1.83,0.14,0.48,Electrical synchronization issue,Check rotational stability,Open
694,model2_94,comp3,2,Thermal,Critical-range temperature fluctuation observed on aging equipment,High,3.16,pressure,0.22,1.19,1.9,Cooling fan malfunction,Verify hydraulic pump condition,Open
695,model2_94,comp3,3,Thermal,Emergency thermal instability detected on aging equipment,Critical,4.8,rotation,0.31,1.86,2.31,Thermal overload,Inspect rotational control subsystem,Open
696,model2_94,comp4,2,Automation,Critical PLC instability trend identified on aging equipment,High,3.44,pressure,0.46,1.61,1.02,Electrical synchronization issue,Check valve stability,Open
697,model2_94,comp4,2,Automation,Automation system anomaly detected,Medium,2.17,rotation,0.71,0.84,1.99,Electrical synchronization issue,Inspect rotational control subsystem,Open
698,model2_94,comp3,2,Thermal,Moderate thermal instability observed,Medium,2.29,vibration,1.58,0.28,0.4,Thermal overload,Check rotational stability,Open
699,model2_94,comp2,1,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.18,vibration,0.67,0.46,0.97,Hydraulic flow instability,Inspect spindle bearing and lubrication system,Open
700,model2_94,comp4,2,Automation,PLC communication instability observed,Medium,2.43,rotation,0.62,0.03,1.83,Electrical synchronization issue,Check rotational synchronization,Open
701,model2_94,comp2,2,Hydraulic,Moderate hydraulic instability observed,Medium,2.3,rotation,0.79,0.23,1.57,Pressure leakage,Verify rotational sensor consistency,Open
702,model2_95,comp4,2,Automation,Automation system anomaly detected,Medium,2.43,vibration,1.22,0.11,0.17,Electrical synchronization issue,Inspect spindle bearing and lubrication system,Open
703,model2_95,comp2,3,Hydraulic,High hydraulic instability detected on aging equipment,High,3.82,pressure,0.26,2.12,0.31,Hydraulic valve degradation,Verify hydraulic pump condition,Open
704,model2_95,comp3,1,Thermal,Moderate thermal instability observed,Medium,1.45,vibration,0.04,0.05,0.8,Cooling fan malfunction,Verify shaft balancing and alignment,Open
705,model2_95,comp1,1,Mechanical,Mechanical instability observed during operation,Medium,1.38,vibration,0.13,0.85,0.5,Mechanical imbalance,Check rotational stability,Open
706,model2_95,comp3,2,Thermal,Critical-range temperature fluctuation observed on aging equipment,High,3.21,vibration,1.14,1.56,0.32,Thermal overload,Inspect spindle bearing and lubrication system,Open
707,model2_95,comp4,1,Automation,PLC communication instability observed,Medium,1.33,vibration,0.53,0.03,0.51,Electrical synchronization issue,Check rotational stability,Open
708,model2_95,comp3,2,Thermal,Elevated thermal instability detected on aging equipment,High,3.34,vibration,1.03,1.7,0.01,Thermal overload,Inspect spindle bearing and lubrication system,Open
709,model2_95,comp4,2,Automation,Industrial control synchronization instability observed on aging equipment,High,3.48,vibration,1.07,0.47,1.13,Control signal degradation,Check rotational stability,Open
710,model2_95,comp1,3,Mechanical,Severe spindle instability detected on aging equipment,High,3.68,vibration,2.53,0.42,0.34,Lubrication degradation,Check rotational stability,Open
711,model2_96,comp3,2,Thermal,Critical-range temperature fluctuation observed,High,2.93,pressure,0.78,1.3,1.09,Cooling system degradation,Verify hydraulic pump condition,Open
712,model2_96,comp3,2,Thermal,High thermal stress identified,High,2.81,vibration,1.08,0.19,1.58,Thermal overload,Inspect spindle bearing and lubrication system,Open
713,model2_96,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.91,vibration,0.45,0.34,0.66,Thermal overload,Verify shaft balancing and alignment,Open
714,model2_96,comp3,2,Thermal,Critical-range temperature fluctuation observed,High,2.89,vibration,1.27,1.08,0.31,Cooling system degradation,Verify shaft balancing and alignment,Open
715,model2_96,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.94,vibration,0.61,0.47,0.6,Cooling fan malfunction,Verify shaft balancing and alignment,Open
716,model2_97,comp3,2,Thermal,Moderate thermal instability observed,Medium,1.9,rotation,0.75,0.17,1.03,Cooling fan malfunction,Inspect rotational control subsystem,Open
717,model2_97,comp4,2,Automation,PLC communication instability observed,Medium,1.91,rotation,0.53,0.73,1.48,PLC communication instability,Inspect rotational control subsystem,Open
718,model2_97,comp4,2,Automation,Industrial control synchronization instability observed,High,2.82,vibration,1.53,1.58,0.2,Electrical synchronization issue,Check rotational stability,Open
719,model2_97,comp3,2,Thermal,Motor temperature anomaly detected,Medium,1.93,vibration,1.44,0.47,0.17,Thermal overload,Check rotational stability,Open
720,model2_97,comp4,2,Automation,PLC communication instability observed,Medium,1.83,vibration,1.17,0.05,0.89,PLC communication instability,Inspect spindle bearing and lubrication system,Open
721,model2_97,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.82,vibration,0.62,0.85,0.58,Thermal overload,Verify shaft balancing and alignment,Open
722,model2_97,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.71,vibration,0.14,0.44,0.38,Hydraulic valve degradation,Check rotational stability,Open
723,model2_97,comp4,1,Automation,Minor automation instability detected,Low,0.74,vibration,0.75,0.73,0.62,PLC communication instability,Inspect spindle bearing and lubrication system,Open
724,model2_98,comp3,2,Thermal,Moderate thermal instability observed,Medium,2.22,rotation,0.17,0.96,1.31,Thermal overload,Inspect rotational control subsystem,Open
725,model2_98,comp1,2,Mechanical,Mechanical instability observed during operation,Medium,2.44,rotation,0.65,0.63,1.76,Lubrication degradation,Verify rotational sensor consistency,Open
726,model2_98,comp4,2,Automation,High-risk automation instability detected on aging equipment,High,3.19,vibration,1.17,1.39,0.5,Electrical synchronization issue,Verify shaft balancing and alignment,Open
727,model2_98,comp3,2,Thermal,Moderate thermal instability observed,Medium,2.18,pressure,0.66,1.06,0.41,Cooling system degradation,Check valve stability,Open
728,model2_98,comp2,1,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.44,vibration,0.89,0.37,0.83,Hydraulic valve degradation,Check rotational stability,Open
729,model2_98,comp4,2,Automation,Severe PLC communication failure observed on aging equipment,Critical,4.87,vibration,1.57,1.52,1.16,PLC communication instability,Inspect spindle bearing and lubrication system,Open
730,model2_98,comp1,1,Mechanical,Mechanical instability observed during operation,Medium,1.24,vibration,0.53,0.22,0.63,Bearing wear,Check rotational stability,Open
731,model2_98,comp3,3,Thermal,High thermal stress identified on aging equipment,High,3.57,rotation,0.29,0.93,2.24,Thermal overload,Inspect rotational control subsystem,Open
732,model2_98,comp2,1,Hydraulic,Hydraulic pressure anomaly detected,Medium,1.44,vibration,0.9,0.68,0.33,Pressure leakage,Check rotational stability,Open
733,model2_98,comp1,2,Mechanical,Mechanical instability observed during operation,Medium,2.35,rotation,0.08,0.32,1.03,Lubrication degradation,Inspect rotational control subsystem,Open
734,model2_98,comp4,2,Automation,PLC communication instability observed,Medium,2.4,rotation,0.46,0.45,1.93,PLC communication instability,Check rotational synchronization,Open
735,model2_98,comp3,2,Thermal,Motor temperature anomaly detected,Medium,2.25,pressure,0.47,1.21,0.93,Cooling system degradation,Check valve stability,Open
736,model2_98,comp1,1,Mechanical,Spindle oscillation exceeded operational baseline,Medium,1.33,vibration,0.55,0.05,0.67,Lubrication degradation,Inspect spindle bearing and lubrication system,Open
737,model2_98,comp2,3,Hydraulic,High hydraulic instability detected on aging equipment,High,3.62,vibration,2.53,0.16,0.37,Hydraulic valve degradation,Inspect spindle bearing and lubrication system,Open
738,model2_98,comp2,2,Hydraulic,Severe hydraulic fluctuation identified on aging equipment,High,3.3,pressure,0.58,1.53,1.34,Pressure leakage,Check valve stability,Open
739,model2_98,comp3,2,Thermal,High thermal stress identified on aging equipment,High,3.47,vibration,1.95,0.84,1.65,Cooling fan malfunction,Inspect spindle bearing and lubrication system,Open
740,model1_99,comp3,2,Thermal,Motor temperature anomaly detected,Medium,1.68,vibration,1.19,0.02,0.1,Thermal overload,Inspect spindle bearing and lubrication system,Open
741,model1_99,comp4,2,Automation,PLC communication instability observed,Medium,1.72,rotation,0.06,0.34,1.04,Control signal degradation,Inspect rotational control subsystem,Open
742,model1_99,comp1,1,Mechanical,Minor spindle vibration deviation observed,Low,0.66,vibration,0.78,0.02,0.89,Mechanical imbalance,Inspect spindle bearing and lubrication system,Open
743,model1_99,comp2,2,Hydraulic,Hydraulic pressure exceeded safe operational profile,High,2.91,pressure,0.41,1.72,1.08,Pressure leakage,Check valve stability,Open
744,model1_99,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.94,vibration,0.12,0.86,0.14,Cooling fan malfunction,Verify shaft balancing and alignment,Open
745,model1_99,comp4,1,Automation,Minor automation instability detected,Low,0.83,vibration,0.16,0.97,0.35,Control signal degradation,Verify shaft balancing and alignment,Open
746,model1_99,comp2,2,Hydraulic,Hydraulic pressure exceeded safe operational profile,High,2.96,vibration,1.51,0.27,1.47,Pressure leakage,Inspect spindle bearing and lubrication system,Open
747,model1_99,comp3,1,Thermal,Minor thermal deviation detected on motor unit,Low,0.87,vibration,0.23,0.78,0.18,Cooling fan malfunction,Verify shaft balancing and alignment,Open
748,model1_99,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.82,vibration,0.3,0.43,0.5,Hydraulic flow instability,Inspect spindle bearing and lubrication system,Open
749,model1_99,comp1,2,Mechanical,Strong rotational imbalance observed,High,2.8,pressure,0.45,1.59,1.74,Bearing wear,Check valve stability,Open
750,model1_99,comp4,2,Automation,High-risk automation instability detected,High,2.91,pressure,0.58,1.02,1.54,PLC communication instability,Verify hydraulic pump condition,Open
751,model1_99,comp2,1,Hydraulic,Minor hydraulic pressure fluctuation observed,Low,0.71,vibration,0.66,0.44,0.49,Hydraulic valve degradation,Check rotational stability,Open
752,model1_99,comp3,3,Thermal,Critical-range temperature fluctuation observed,High,3.15,vibration,2.01,0.05,0.75,Cooling fan malfunction,Verify shaft balancing and alignment,Open
753,model1_99,comp2,2,Hydraulic,Unstable hydraulic behavior identified during operation,Medium,1.82,rotation,0.74,0.61,1.03,Hydraulic flow instability,Check rotational synchronization,Open
754,model1_99,comp3,2,Thermal,Motor temperature anomaly detected,Medium,1.94,rotation,0.35,0.52,1.2,Cooling system degradation,Verify rotational sensor consistency,Open
755,model1_99,comp2,1,Hydraulic,Slight hydraulic instability detected,Low,0.79,vibration,0.74,0.02,0.97,Hydraulic flow instability,Check rotational stability,Open
756,model1_99,comp4,2,Automation,High-risk automation instability detected,High,2.69,vibration,1.04,1.06,0.28,PLC communication instability,Inspect spindle bearing and lubrication system,Open
757,model1_99,comp3,2,Thermal,High thermal stress identified,High,2.71,vibration,1.05,1.63,0.28,Thermal overload,Check rotational stability,Open
758,model1_99,comp4,2,Automation,Critical PLC instability trend identified,High,2.68,pressure,0.38,1.06,1.17,PLC communication instability,Verify hydraulic pump condition,Open
759,model4_100,comp1,2,Mechanical,High spindle vibration level identified,High,2.66,pressure,0.38,1.14,1.09,Mechanical imbalance,Inspect hydraulic pressure lines,Open
760,model4_100,comp1,4,Mechanical,Emergency-level spindle instability identified,Critical,4.9,rotation,1.13,0.51,2.97,Lubrication degradation,Inspect rotational control subsystem,Open
761,model4_100,comp2,2,Hydraulic,Hydraulic pressure fluctuation exceeded operational tolerance,Medium,1.88,pressure,0.03,1.56,0.41,Hydraulic valve degradation,Check valve stability,Open
